"STATISTIC","Statistic","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"E2001","Population at Each Census 1841 to 2016","2006","2006","16","Limerick","2","Female","Number","91375"
"E2001","Population at Each Census 1841 to 2016","2006","2006","17","Tipperary","-","Both sexes","Number","149244"
"E2001","Population at Each Census 1841 to 2016","2006","2006","17","Tipperary","1","Male","Number","75818"
"E2001","Population at Each Census 1841 to 2016","2006","2006","17","Tipperary","2","Female","Number","73426"
"E2001","Population at Each Census 1841 to 2016","2006","2006","18","Waterford","-","Both sexes","Number","107961"
"E2001","Population at Each Census 1841 to 2016","2006","2006","18","Waterford","1","Male","Number","53932"
"E2001","Population at Each Census 1841 to 2016","2006","2006","18","Waterford","2","Female","Number","54029"
"E2001","Population at Each Census 1841 to 2016","2006","2006","19","Galway","-","Both sexes","Number","231670"
"E2001","Population at Each Census 1841 to 2016","2006","2006","19","Galway","1","Male","Number","116476"
"E2001","Population at Each Census 1841 to 2016","2006","2006","19","Galway","2","Female","Number","115194"
"E2001","Population at Each Census 1841 to 2016","2006","2006","20","Leitrim","-","Both sexes","Number","28950"
"E2001","Population at Each Census 1841 to 2016","2006","2006","20","Leitrim","1","Male","Number","14903"
"E2001","Population at Each Census 1841 to 2016","2006","2006","20","Leitrim","2","Female","Number","14047"
"E2001","Population at Each Census 1841 to 2016","2006","2006","21","Mayo","-","Both sexes","Number","123839"
"E2001","Population at Each Census 1841 to 2016","2006","2006","21","Mayo","1","Male","Number","62636"
"E2001","Population at Each Census 1841 to 2016","2006","2006","21","Mayo","2","Female","Number","61203"
"E2001","Population at Each Census 1841 to 2016","2006","2006","22","Roscommon","-","Both sexes","Number","58768"
"E2001","Population at Each Census 1841 to 2016","2006","2006","22","Roscommon","1","Male","Number","30178"
"E2001","Population at Each Census 1841 to 2016","2006","2006","22","Roscommon","2","Female","Number","28590"
"E2001","Population at Each Census 1841 to 2016","2006","2006","23","Sligo","-","Both sexes","Number","60894"
"E2001","Population at Each Census 1841 to 2016","2006","2006","23","Sligo","1","Male","Number","30257"
"E2001","Population at Each Census 1841 to 2016","2006","2006","23","Sligo","2","Female","Number","30637"
"E2001","Population at Each Census 1841 to 2016","2006","2006","24","Cavan","-","Both sexes","Number","64003"
"E2001","Population at Each Census 1841 to 2016","2006","2006","24","Cavan","1","Male","Number","32915"
"E2001","Population at Each Census 1841 to 2016","2006","2006","24","Cavan","2","Female","Number","31088"
"E2001","Population at Each Census 1841 to 2016","2006","2006","25","Donegal","-","Both sexes","Number","147264"
"E2001","Population at Each Census 1841 to 2016","2006","2006","25","Donegal","1","Male","Number","73970"
"E2001","Population at Each Census 1841 to 2016","2006","2006","25","Donegal","2","Female","Number","73294"
"E2001","Population at Each Census 1841 to 2016","2006","2006","26","Monaghan","-","Both sexes","Number","55997"
"E2001","Population at Each Census 1841 to 2016","2006","2006","26","Monaghan","1","Male","Number","28583"
"E2001","Population at Each Census 1841 to 2016","2006","2006","26","Monaghan","2","Female","Number","27414"
"E2001","Population at Each Census 1841 to 2016","2011","2011","-","State","-","Both sexes","Number","4588252"
"E2001","Population at Each Census 1841 to 2016","2011","2011","-","State","1","Male","Number","2272699"
"E2001","Population at Each Census 1841 to 2016","2011","2011","-","State","2","Female","Number","2315553"
"E2001","Population at Each Census 1841 to 2016","2011","2011","01","Carlow","-","Both sexes","Number","54612"
"E2001","Population at Each Census 1841 to 2016","2011","2011","01","Carlow","1","Male","Number","27431"
"E2001","Population at Each Census 1841 to 2016","2011","2011","01","Carlow","2","Female","Number","27181"
"E2001","Population at Each Census 1841 to 2016","2011","2011","02","Dublin","-","Both sexes","Number","1273069"
"E2001","Population at Each Census 1841 to 2016","2011","2011","02","Dublin","1","Male","Number","619902"
"E2001","Population at Each Census 1841 to 2016","2011","2011","02","Dublin","2","Female","Number","653167"
"E2001","Population at Each Census 1841 to 2016","2011","2011","03","Kildare","-","Both sexes","Number","210312"
"E2001","Population at Each Census 1841 to 2016","2011","2011","03","Kildare","1","Male","Number","104658"
"E2001","Population at Each Census 1841 to 2016","2011","2011","03","Kildare","2","Female","Number","105654"
"E2001","Population at Each Census 1841 to 2016","2011","2011","04","Kilkenny","-","Both sexes","Number","95419"
"E2001","Population at Each Census 1841 to 2016","2011","2011","04","Kilkenny","1","Male","Number","47788"
"E2001","Population at Each Census 1841 to 2016","2011","2011","04","Kilkenny","2","Female","Number","47631"
"E2001","Population at Each Census 1841 to 2016","2011","2011","05","Laois","-","Both sexes","Number","80559"
"E2001","Population at Each Census 1841 to 2016","2011","2011","05","Laois","1","Male","Number","40587"
"E2001","Population at Each Census 1841 to 2016","2011","2011","05","Laois","2","Female","Number","39972"
"E2001","Population at Each Census 1841 to 2016","2011","2011","06","Longford","-","Both sexes","Number","39000"
"E2001","Population at Each Census 1841 to 2016","2011","2011","06","Longford","1","Male","Number","19649"
"E2001","Population at Each Census 1841 to 2016","2011","2011","06","Longford","2","Female","Number","19351"
"E2001","Population at Each Census 1841 to 2016","2011","2011","07","Louth","-","Both sexes","Number","122897"
"E2001","Population at Each Census 1841 to 2016","2011","2011","07","Louth","1","Male","Number","60763"
"E2001","Population at Each Census 1841 to 2016","2011","2011","07","Louth","2","Female","Number","62134"
"E2001","Population at Each Census 1841 to 2016","2011","2011","08","Meath","-","Both sexes","Number","184135"
"E2001","Population at Each Census 1841 to 2016","2011","2011","08","Meath","1","Male","Number","91910"
"E2001","Population at Each Census 1841 to 2016","2011","2011","08","Meath","2","Female","Number","92225"
"E2001","Population at Each Census 1841 to 2016","2011","2011","09","Offaly","-","Both sexes","Number","76687"
"E2001","Population at Each Census 1841 to 2016","2011","2011","09","Offaly","1","Male","Number","38430"
"E2001","Population at Each Census 1841 to 2016","2011","2011","09","Offaly","2","Female","Number","38257"
"E2001","Population at Each Census 1841 to 2016","2011","2011","10","Westmeath","-","Both sexes","Number","86164"
"E2001","Population at Each Census 1841 to 2016","2011","2011","10","Westmeath","1","Male","Number","42783"
"E2001","Population at Each Census 1841 to 2016","2011","2011","10","Westmeath","2","Female","Number","43381"
"E2001","Population at Each Census 1841 to 2016","2011","2011","11","Wexford","-","Both sexes","Number","145320"
"E2001","Population at Each Census 1841 to 2016","2011","2011","11","Wexford","1","Male","Number","71909"
"E2001","Population at Each Census 1841 to 2016","2011","2011","11","Wexford","2","Female","Number","73411"
"E2001","Population at Each Census 1841 to 2016","2011","2011","12","Wicklow","-","Both sexes","Number","136640"
"E2001","Population at Each Census 1841 to 2016","2011","2011","12","Wicklow","1","Male","Number","67542"
"E2001","Population at Each Census 1841 to 2016","2011","2011","12","Wicklow","2","Female","Number","69098"
"E2001","Population at Each Census 1841 to 2016","2011","2011","13","Clare","-","Both sexes","Number","117196"
"E2001","Population at Each Census 1841 to 2016","2011","2011","13","Clare","1","Male","Number","58298"
"E2001","Population at Each Census 1841 to 2016","2011","2011","13","Clare","2","Female","Number","58898"
"E2001","Population at Each Census 1841 to 2016","2011","2011","14","Cork","-","Both sexes","Number","519032"
"E2001","Population at Each Census 1841 to 2016","2011","2011","14","Cork","1","Male","Number","257470"
"E2001","Population at Each Census 1841 to 2016","2011","2011","14","Cork","2","Female","Number","261562"
"E2001","Population at Each Census 1841 to 2016","2011","2011","15","Kerry","-","Both sexes","Number","145502"
"E2001","Population at Each Census 1841 to 2016","2011","2011","15","Kerry","1","Male","Number","72629"
"E2001","Population at Each Census 1841 to 2016","2011","2011","15","Kerry","2","Female","Number","72873"
"E2001","Population at Each Census 1841 to 2016","2011","2011","16","Limerick","-","Both sexes","Number","191809"
"E2001","Population at Each Census 1841 to 2016","2011","2011","16","Limerick","1","Male","Number","95815"
"E2001","Population at Each Census 1841 to 2016","2011","2011","16","Limerick","2","Female","Number","95994"
"E2001","Population at Each Census 1841 to 2016","2011","2011","17","Tipperary","-","Both sexes","Number","158754"
"E2001","Population at Each Census 1841 to 2016","2011","2011","17","Tipperary","1","Male","Number","79584"
"E2001","Population at Each Census 1841 to 2016","2011","2011","17","Tipperary","2","Female","Number","79170"
"E2001","Population at Each Census 1841 to 2016","2011","2011","18","Waterford","-","Both sexes","Number","113795"
"E2001","Population at Each Census 1841 to 2016","2011","2011","18","Waterford","1","Male","Number","56464"
"E2001","Population at Each Census 1841 to 2016","2011","2011","18","Waterford","2","Female","Number","57331"
"E2001","Population at Each Census 1841 to 2016","2011","2011","19","Galway","-","Both sexes","Number","250653"
"E2001","Population at Each Census 1841 to 2016","2011","2011","19","Galway","1","Male","Number","124758"
"E2001","Population at Each Census 1841 to 2016","2011","2011","19","Galway","2","Female","Number","125895"
"E2001","Population at Each Census 1841 to 2016","2011","2011","20","Leitrim","-","Both sexes","Number","31798"
"E2001","Population at Each Census 1841 to 2016","2011","2011","20","Leitrim","1","Male","Number","16144"
"E2001","Population at Each Census 1841 to 2016","2011","2011","20","Leitrim","2","Female","Number","15654"
"E2001","Population at Each Census 1841 to 2016","2011","2011","21","Mayo","-","Both sexes","Number","130638"
"E2001","Population at Each Census 1841 to 2016","2011","2011","21","Mayo","1","Male","Number","65420"
"E2001","Population at Each Census 1841 to 2016","2011","2011","21","Mayo","2","Female","Number","65218"
"E2001","Population at Each Census 1841 to 2016","2011","2011","22","Roscommon","-","Both sexes","Number","64065"
"E2001","Population at Each Census 1841 to 2016","2011","2011","22","Roscommon","1","Male","Number","32353"
"E2001","Population at Each Census 1841 to 2016","2011","2011","22","Roscommon","2","Female","Number","31712"
"E2001","Population at Each Census 1841 to 2016","2011","2011","23","Sligo","-","Both sexes","Number","65393"
"E2001","Population at Each Census 1841 to 2016","2011","2011","23","Sligo","1","Male","Number","32435"
"E2001","Population at Each Census 1841 to 2016","2011","2011","23","Sligo","2","Female","Number","32958"
"E2001","Population at Each Census 1841 to 2016","2011","2011","24","Cavan","-","Both sexes","Number","73183"
"E2001","Population at Each Census 1841 to 2016","2011","2011","24","Cavan","1","Male","Number","37013"
"E2001","Population at Each Census 1841 to 2016","2011","2011","24","Cavan","2","Female","Number","36170"
"E2001","Population at Each Census 1841 to 2016","2011","2011","25","Donegal","-","Both sexes","Number","161137"
"E2001","Population at Each Census 1841 to 2016","2011","2011","25","Donegal","1","Male","Number","80523"
"E2001","Population at Each Census 1841 to 2016","2011","2011","25","Donegal","2","Female","Number","80614"
"E2001","Population at Each Census 1841 to 2016","2011","2011","26","Monaghan","-","Both sexes","Number","60483"
"E2001","Population at Each Census 1841 to 2016","2011","2011","26","Monaghan","1","Male","Number","30441"
"E2001","Population at Each Census 1841 to 2016","2011","2011","26","Monaghan","2","Female","Number","30042"
"E2001","Population at Each Census 1841 to 2016","2016","2016","-","State","-","Both sexes","Number","4761865"
"E2001","Population at Each Census 1841 to 2016","2016","2016","-","State","1","Male","Number","2354428"
"E2001","Population at Each Census 1841 to 2016","2016","2016","-","State","2","Female","Number","2407437"
"E2001","Population at Each Census 1841 to 2016","2016","2016","01","Carlow","-","Both sexes","Number","56932"
